clip_name,O,C,E,A,N
S01_kinect_1_clip103.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip104.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip105.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip106.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip107.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip108.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip109.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip110.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip111.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip112.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip113.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip114.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip115.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip116.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip117.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip118.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip119.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip120.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip121.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip122.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip123.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip124.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip125.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip126.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip127.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip128.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip129.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip130.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip131.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip132.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip133.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip134.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip135.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip136.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip137.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip138.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip139.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip140.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip141.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip142.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip143.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip144.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip145.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip146.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip147.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip148.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip149.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip150.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip151.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip152.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip153.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip154.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip155.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip156.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip157.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip158.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip159.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip160.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip161.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip162.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip163.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip164.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip165.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip166.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip167.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip168.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip169.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip170.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip171.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip172.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip173.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip174.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip175.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip176.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip177.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip178.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip179.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip180.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip181.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip182.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip183.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip184.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip185.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip186.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip187.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip188.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip189.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip190.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip191.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip192.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip193.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip194.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip195.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip196.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip197.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip198.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip199.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip200.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip201.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip202.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip203.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip204.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip205.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip206.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip207.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip208.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip209.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip210.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip211.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip212.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip213.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip214.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip215.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip216.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip217.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip218.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip219.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip220.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip221.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip222.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip223.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip224.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip225.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip226.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip227.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip228.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip229.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip230.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip231.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip232.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip233.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip234.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip235.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip236.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip237.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip238.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip239.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip240.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip241.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip242.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip243.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip244.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip245.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip246.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip247.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip248.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip249.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip250.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip251.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip252.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip253.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip254.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip255.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip256.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip257.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip258.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip259.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip260.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip261.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip262.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip263.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip264.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip265.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip266.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip267.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip268.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip269.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip270.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip271.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip272.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip273.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip274.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip275.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip276.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip277.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip278.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip279.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip280.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip281.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip282.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip283.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip284.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip285.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip286.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip287.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip288.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip289.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip290.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip291.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip292.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip293.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip294.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip295.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip296.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip297.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip298.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip299.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip300.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip301.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip302.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip303.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip304.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip305.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip306.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip307.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip308.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip309.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip310.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip311.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip312.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip313.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip314.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip315.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip316.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip317.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip318.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip319.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip320.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip321.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip322.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip323.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip324.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip325.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip326.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip327.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip328.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip329.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip330.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip331.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip332.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip333.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip334.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip335.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip336.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip337.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip338.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip339.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip340.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip341.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip342.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip343.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip344.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip345.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip346.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip347.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip348.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip349.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip350.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip351.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip352.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip353.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip354.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip355.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip356.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip357.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip358.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip359.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip360.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip361.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip362.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip363.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip364.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip365.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip366.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip367.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip368.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip369.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip370.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip371.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip372.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip373.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip374.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip375.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip376.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip377.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip378.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip379.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip380.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip381.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip382.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip383.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip384.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip385.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip386.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip387.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip388.npy,0.0,0.0,0.0,1.0,1.0
S01_kinect_1_clip389.npy,0.0,0.0,0.0,1.0,1.0
