clip,frame,length,fps
S02_FP_U002_SP_U001_clip08,4424,73.80705555555555,59.940068963596524
S02_FP_U002_SP_U001_clip09,5350,89.25582222222222,59.94006740176551
S02_FP_U002_SP_U001_clip10,3581,59.743011111111116,59.94006551393924
S02_FP_U002_SP_U001_clip11,3818,63.696955555555554,59.94007039582914
S02_FP_U002_SP_U001_clip12,2387,39.82311111111111,59.94006830204683
S03_FP_U004_SP_U005_clip01,2407,40.156777777777776,59.94006823256625
S03_FP_U004_SP_U005_clip03,2568,42.84278888888889,59.94007548528198
S03_FP_U004_SP_U005_clip04,4305,71.82174444444445,59.94006457654344
S03_FP_U004_SP_U005_clip05,2454,40.94088888888889,59.94007620743185
S03_FP_U004_SP_U005_clip06,4629,77.22714444444445,59.94006425201962
S03_FP_U004_SP_U005_clip07,3893,64.9482111111111,59.94006506722707
S03_FP_U004_SP_U005_clip08,8437,140.75727777777777,59.94006230583696
S03_FP_U004_SP_U005_clip09,7324,122.18872222222222,59.940065390650254
S03_FP_U004_SP_U005_clip11,8059,134.45097777777778,59.94006241680157
S03_FP_U004_SP_U005_clip12,5190,86.5864888888889,59.940067631798854
S03_FP_U004_SP_U005_clip15,3877,64.68127777777778,59.94006508838639
S03_FP_U005_SP_U004_clip01,2396,39.97325555555555,59.940076601216425
S03_FP_U005_SP_U004_clip03,2557,42.659277777777774,59.940067746107076
S03_FP_U005_SP_U004_clip04,4294,71.63822222222223,59.94006923678235
S03_FP_U005_SP_U004_clip05,2442,40.74068888888889,59.94007628736982
S03_FP_U005_SP_U004_clip06,4617,77.02694444444444,59.940064263226795
S03_FP_U005_SP_U004_clip07,3941,65.74901111111112,59.94006500477996
S03_FP_U005_SP_U004_clip08,8425,140.55707777777778,59.94006230920661
S03_FP_U005_SP_U004_clip09,7313,122.00521111111111,59.940062669454285
S03_FP_U005_SP_U004_clip11,8047,134.25077777777778,59.940062420494975
S03_FP_U005_SP_U004_clip12,5178,86.38628888888888,59.94006764962444
S03_FP_U005_SP_U004_clip15,3865,64.48107777777777,59.940065104370845
S04_FP_U006_SP_U007_clip01,4484,74.80805555555555,59.94006884285338
S04_FP_U006_SP_U007_clip02,2849,47.53081111111111,59.940066946048795
S04_FP_U006_SP_U007_clip03,4421,73.75701111111111,59.94006445488949
S04_FP_U006_SP_U007_clip04,3732,62.262188888888886,59.940070636771345
S04_FP_U006_SP_U007_clip05,3618,60.36028888888889,59.94007097381538
S04_FP_U006_SP_U007_clip06,2823,47.09704444444445,59.94006701057438
S04_FP_U006_SP_U007_clip07,5320,88.75532222222222,59.94006744384281
S04_FP_U006_SP_U007_clip08,4566,76.1760888888889,59.94006868296963
S04_FP_U006_SP_U007_clip09,3302,55.08835555555555,59.940072029741316
S04_FP_U006_SP_U007_clip10,4017,67.01694444444445,59.94006490895752
S04_FP_U006_SP_U007_clip11,9039,150.80064444444446,59.94006214827552
S04_FP_U006_SP_U007_clip12,4306,71.83842222222222,59.94006921087416
S04_FP_U007_SP_U006_clip01,4485,74.82474444444445,59.94006439046382
S04_FP_U007_SP_U006_clip02,2851,47.56417777777778,59.940066941134035
S04_FP_U007_SP_U006_clip03,4422,73.7736888888889,59.940068967677725
S04_FP_U007_SP_U006_clip04,3733,62.27887777777777,59.940065286982446
S04_FP_U007_SP_U006_clip05,3619,60.376977777777775,59.940065455412736
S04_FP_U007_SP_U006_clip06,2824,47.11372222222222,59.94007407608305
S04_FP_U007_SP_U006_clip07,5321,88.77201111111111,59.940063691246024
S04_FP_U007_SP_U006_clip08,4567,76.19277777777778,59.94006431055728
S04_FP_U007_SP_U006_clip09,3303,55.10504444444444,59.940065983069914
S04_FP_U007_SP_U006_clip10,4018,67.03362222222222,59.940069875382605
S04_FP_U007_SP_U006_clip11,9040,150.8173222222222,59.94006435600273
S04_FP_U007_SP_U006_clip12,4307,71.85511111111111,59.94006457439044
S05_FP_U008_SP_U009_clip01,1190,19.853155555555556,59.940093486397906
S05_FP_U008_SP_U009_clip02,1024,17.08372222222222,59.94009892457733
S05_FP_U008_SP_U009_clip03,1876,31.297922222222223,59.94008121944907
S05_FP_U008_SP_U009_clip04,2116,35.301922222222224,59.940078805907014
S05_FP_U008_SP_U009_clip05,2846,47.480755555555554,59.94007396680948
S05_FP_U008_SP_U009_clip06,3922,65.43202222222222,59.94007011857259
S05_FP_U008_SP_U009_clip07,3483,58.10804444444444,59.94006567076963
S05_FP_U008_SP_U009_clip08,5965,99.51607777777778,59.940063286256255
S05_FP_U008_SP_U009_clip09,2905,48.46507777777777,59.94006681099358
S05_FP_U008_SP_U009_clip10,2631,43.89384444444445,59.940067526552696
S05_FP_U008_SP_U009_clip11,3688,61.528122222222215,59.940070764389404
S05_FP_U008_SP_U009_clip12,5053,84.30087777777777,59.9400638902007
S05_FP_U009_SP_U008_clip01,1179,19.669644444444444,59.940076869716904
S05_FP_U009_SP_U008_clip02,1014,16.916888888888888,59.94009930904028
S05_FP_U009_SP_U008_clip03,1926,32.13208888888889,59.940080667024446
S05_FP_U009_SP_U008_clip04,2106,35.13508888888889,59.94007889548846
S05_FP_U009_SP_U008_clip05,2836,47.31392222222222,59.940074016269115
S05_FP_U009_SP_U008_clip06,3912,65.26518888888889,59.94007014459129
S05_FP_U009_SP_U008_clip07,3473,57.94121111111111,59.940065687270376
S05_FP_U009_SP_U008_clip08,6015,100.35024444444444,59.94006325844082
S05_FP_U009_SP_U008_clip09,2895,48.29824444444444,59.940066834727375
S05_FP_U009_SP_U008_clip10,2621,43.72701111111111,59.940067555497734
S05_FP_U009_SP_U008_clip11,3677,61.34461111111111,59.94006536841505
S05_FP_U009_SP_U008_clip12,5043,84.13404444444444,59.940063898033614
S06_FP_U010_SP_U011_clip01,417,6.956944444444445,59.94010780594929
S06_FP_U010_SP_U011_clip02,702,11.711688888888888,59.94011680638147
S06_FP_U010_SP_U011_clip03,1863,31.081044444444444,59.94007065399633
S06_FP_U010_SP_U011_clip04,1553,25.909211111111112,59.94007279264474
S06_FP_U010_SP_U011_clip05,3109,51.86847777777778,59.94006636015067
S06_FP_U010_SP_U011_clip06,634,10.577222222222222,59.94012290561479
S06_FP_U010_SP_U011_clip08,1620,27.02698888888889,59.940084582119354
S06_FP_U010_SP_U011_clip09,3641,60.74401111111111,59.940065422087336
S06_FP_U010_SP_U011_clip10,4076,68.00125555555556,59.94006973400654
S06_FP_U010_SP_U011_clip11,2251,37.55417777777778,59.940068807258015
S06_FP_U010_SP_U011_clip12,3067,51.16777777777778,59.94006644806844
S06_FP_U010_SP_U011_clip13,3108,51.85178888888889,59.940072784374095
S06_FP_U010_SP_U011_clip14,3194,53.28655555555556,59.94007243853463
S06_FP_U011_SP_U010_clip01,401,6.690011111111111,59.9401097158118
S06_FP_U011_SP_U010_clip02,686,11.444755555555556,59.94011813271096
S06_FP_U011_SP_U010_clip03,1847,30.81411111111111,59.94007074680792
S06_FP_U011_SP_U010_clip04,1598,26.659955555555555,59.94008492137188
S06_FP_U011_SP_U010_clip05,3094,51.61822222222222,59.94007284249318
S06_FP_U011_SP_U010_clip06,619,10.326977777777778,59.94009218573144
S06_FP_U011_SP_U010_clip08,1604,26.760055555555553,59.94008482792554
S06_FP_U011_SP_U010_clip09,3625,60.47707777777777,59.940065446283874
S06_FP_U011_SP_U010_clip10,4061,67.75101111111111,59.94006485512065
S06_FP_U011_SP_U010_clip11,2236,37.30392222222222,59.94007779342834
S06_FP_U011_SP_U010_clip12,3051,50.900844444444445,59.94006648219763
S06_FP_U011_SP_U010_clip13,3152,52.585855555555554,59.94007260507526
S06_FP_U011_SP_U010_clip14,3179,53.03631111111111,59.94006621878344
S07_FP_U012_SP_U013_clip01,1752,29.22918888888889,59.94008272552513
S07_FP_U012_SP_U013_clip03,2978,49.68295555555555,59.94007334507296
S07_FP_U012_SP_U013_clip04,4024,67.13372222222222,59.9400698605685
S07_FP_U012_SP_U013_clip05,3540,59.058988888888884,59.940071216932076
S07_FP_U012_SP_U013_clip06,5412,90.29018888888888,59.94006731628403
S07_FP_U012_SP_U013_clip07,9464,157.89105555555557,59.9400641581625
S07_FP_U012_SP_U013_clip08,15328,255.72212222222223,59.940062544452005
S07_FP_U012_SP_U013_clip09,5724,95.49538888888888,59.940066914225646
S07_FP_U012_SP_U013_clip10,10306,171.93842222222221,59.94006381354358
S07_FP_U012_SP_U013_clip11,5169,86.23614444444445,59.94006380155369
S07_FP_U012_SP_U013_clip12,11997,200.14994444444446,59.94006160381425
S07_FP_U012_SP_U013_clip13,8164,136.20272222222223,59.94006482983494
S07_FP_U013_SP_U012_clip01,1721,28.712011111111114,59.94007153800519
S07_FP_U013_SP_U012_clip03,3007,50.16677777777778,59.94006657792563
S07_FP_U013_SP_U012_clip04,3994,66.63322222222222,59.940069935084104
S07_FP_U013_SP_U012_clip05,3569,59.54281111111111,59.94006553268022
S07_FP_U013_SP_U012_clip06,5381,89.77301111111112,59.94006364941901
S07_FP_U013_SP_U012_clip07,9493,158.37487777777778,59.940062042668245
S07_FP_U013_SP_U012_clip08,15297,255.20494444444444,59.9400612448949
S07_FP_U013_SP_U012_clip09,5753,95.97921111111111,59.940063409564736
S07_FP_U013_SP_U012_clip10,10335,172.42224444444443,59.940061871367206
S07_FP_U013_SP_U012_clip11,5138,85.71895555555555,59.94006770964441
S07_FP_U013_SP_U012_clip12,12026,200.63375555555555,59.94006325954456
S07_FP_U013_SP_U012_clip13,8133,135.68554444444445,59.94006239426635
S08_FP_U016_SP_U017_clip01,3369,56.20614444444445,59.94006586468502
S08_FP_U016_SP_U017_clip02,3095,51.63491111111111,59.940066389191465
S08_FP_U016_SP_U017_clip03,8522,142.17535555555557,59.94006462442076
S08_FP_U016_SP_U017_clip04,2527,42.15877777777778,59.940067838778795
S08_FP_U016_SP_U017_clip05,3858,64.3642888888889,59.94007028742301
S08_FP_U016_SP_U017_clip06,3679,61.37797777777778,59.94006536546405
S08_FP_U016_SP_U017_clip07,4815,80.33024444444445,59.940064085451695
S08_FP_U016_SP_U017_clip08,2921,48.73201111111111,59.94006677335751
S08_FP_U016_SP_U017_clip09,3247,54.17077777777777,59.94006608729184
S08_FP_U016_SP_U017_clip10,3274,54.62122222222222,59.94007213313507
S08_FP_U016_SP_U017_clip11,2370,39.53948888888889,59.94007678399709
S08_FP_U016_SP_U017_clip12,3060,51.05098888888889,59.940072985853575
S08_FP_U017_SP_U016_clip01,3367,56.172777777777775,59.94006586820425
S08_FP_U017_SP_U016_clip02,3094,51.61822222222222,59.94007284249318
S08_FP_U017_SP_U016_clip03,8520,142.1419888888889,59.94006462552038
S08_FP_U017_SP_U016_clip04,2586,43.14308888888889,59.94007537707855
S08_FP_U017_SP_U016_clip05,3856,64.33092222222221,59.940070292789905
S08_FP_U017_SP_U016_clip06,3678,61.36128888888889,59.94007079381934
S08_FP_U017_SP_U016_clip07,4813,80.29687777777778,59.94006408717428
S08_FP_U017_SP_U016_clip08,2920,48.71532222222222,59.94007361133698
S08_FP_U017_SP_U016_clip09,3246,54.15408888888889,59.94007223831257
S08_FP_U017_SP_U016_clip10,3272,54.58785555555555,59.94007214058805
S08_FP_U017_SP_U016_clip11,2368,39.506122222222224,59.940076798223394
S08_FP_U017_SP_U016_clip12,3058,51.01762222222222,59.940072994385815
S09_FP_U011_SP_U014_clip01,2883,48.09804444444444,59.940066863425265
S09_FP_U011_SP_U014_clip02,1538,25.658955555555554,59.94008589593584
S09_FP_U011_SP_U014_clip03,3243,54.10404444444445,59.94006609487399
S09_FP_U011_SP_U014_clip04,4705,78.49507777777778,59.9400641823684
S09_FP_U011_SP_U014_clip05,2601,43.393344444444445,59.94006761405551
S09_FP_U011_SP_U014_clip06,1465,24.441077777777778,59.94007356467732
S09_FP_U011_SP_U014_clip07,2530,42.208822222222224,59.94007571876759
S09_FP_U011_SP_U014_clip08,2482,41.40802222222222,59.94007602391592
S09_FP_U011_SP_U014_clip09,5053,84.30087777777777,59.9400638902007
S09_FP_U011_SP_U014_clip10,4740,79.07898888888889,59.94006836202733
S09_FP_U011_SP_U014_clip11,4936,82.34892222222223,59.94006802760557
S09_FP_U011_SP_U014_clip12,2462,41.074355555555556,59.94007615457279
S09_FP_U014_SP_U011_clip01,2912,48.581855555555556,59.940073648895435
S09_FP_U014_SP_U011_clip02,1567,26.142777777777777,59.94007267781627
S09_FP_U014_SP_U011_clip03,3213,53.603544444444445,59.94006615234191
S09_FP_U014_SP_U011_clip04,4735,78.99557777777778,59.94006415549
S09_FP_U014_SP_U011_clip05,2630,43.877155555555554,59.94007511881657
S09_FP_U014_SP_U011_clip06,1495,24.941577777777777,59.94007329127356
S09_FP_U014_SP_U011_clip07,2560,42.70932222222223,59.940075533860806
S09_FP_U014_SP_U011_clip08,2511,41.891844444444445,59.94006788910915
S09_FP_U014_SP_U011_clip09,5083,84.80137777777777,59.94006386688686
S09_FP_U014_SP_U011_clip10,4769,79.5628111111111,59.940064125436606
S09_FP_U014_SP_U011_clip11,4905,81.83174444444444,59.94006400938946
S09_FP_U014_SP_U011_clip12,2491,41.55817777777778,59.940067952931315
S10_FP_U007_SP_U015_clip01,1182,19.71968888888889,59.94009371344601
S10_FP_U007_SP_U015_clip02,853,14.230877777777778,59.94008333990485
S10_FP_U007_SP_U015_clip03,2109,35.18514444444445,59.94006940429089
S10_FP_U007_SP_U015_clip04,1639,27.343977777777777,59.94007211825639
S10_FP_U007_SP_U015_clip05,2464,41.10772222222222,59.94007614141166
S10_FP_U007_SP_U015_clip06,2040,34.033988888888885,59.940079508752525
S10_FP_U007_SP_U015_clip07,2350,39.205822222222224,59.94007692734979
S10_FP_U007_SP_U015_clip08,5093,84.9682111111111,59.94006385917662
S10_FP_U007_SP_U015_clip09,3019,50.36697777777778,59.940066551541264
S10_FP_U007_SP_U015_clip10,6015,100.35024444444444,59.94006325844082
S10_FP_U007_SP_U015_clip11,5861,97.78101111111111,59.940063345632545
S10_FP_U007_SP_U015_clip12,4237,70.68727777777778,59.940064650954795
S10_FP_U015_SP_U007_clip01,1223,20.40371111111111,59.94007626063668
S10_FP_U015_SP_U007_clip02,834,13.91388888888889,59.94010780594929
S10_FP_U015_SP_U007_clip03,2150,35.86915555555556,59.94007850756329
S10_FP_U015_SP_U007_clip04,1680,28.02798888888889,59.940083702045456
S10_FP_U015_SP_U007_clip05,2505,41.79174444444445,59.94006790814879
S10_FP_U015_SP_U007_clip06,2081,34.71801111111111,59.940069531632794
S10_FP_U015_SP_U007_clip07,2331,38.888844444444445,59.94006850293543
S10_FP_U015_SP_U007_clip08,5134,85.65222222222222,59.94006771569785
S10_FP_U015_SP_U007_clip09,3000,50.04998888888889,59.94007324676951
S10_FP_U015_SP_U007_clip10,6056,101.03425555555555,59.94006653189023
S10_FP_U015_SP_U007_clip11,5902,98.46502222222222,59.94006670388989
S10_FP_U015_SP_U007_clip12,4218,70.3702888888889,59.94006940429089
S11_FP_U001_SP_U004_clip01,1465,24.441077777777778,59.94007356467732
S11_FP_U001_SP_U004_clip02,2706,45.14508888888889,59.940074692509924
S11_FP_U001_SP_U004_clip03,1917,31.981944444444444,59.94007035219525
S11_FP_U001_SP_U004_clip04,1863,31.081044444444444,59.94007065399633
S11_FP_U001_SP_U004_clip05,2883,48.09804444444444,59.940066863425265
S11_FP_U001_SP_U004_clip06,1919,32.01531111111111,59.94007034134362
S11_FP_U001_SP_U004_clip07,3745,62.47907777777778,59.94006526984944
S11_FP_U001_SP_U004_clip08,3000,50.04998888888889,59.94007324676951
S11_FP_U001_SP_U004_clip09,2220,37.03698888888889,59.940077922101295
S11_FP_U001_SP_U004_clip10,3287,54.83811111111111,59.94006601248523
S11_FP_U001_SP_U004_clip11,1572,26.22618888888889,59.94008533454897
S11_FP_U001_SP_U004_clip12,2502,41.74168888888889,59.940075895347896
S11_FP_U004_SP_U001_clip01,1500,25.02498888888889,59.94008655348498
S11_FP_U004_SP_U001_clip02,2741,45.729011111111106,59.94006722209655
S11_FP_U004_SP_U001_clip03,1952,32.56585555555556,59.94008039094798
S11_FP_U004_SP_U001_clip04,1838,30.663955555555553,59.94008165939308
S11_FP_U004_SP_U001_clip05,2918,48.681955555555554,59.94007362070729
S11_FP_U004_SP_U001_clip06,1954,32.599222222222224,59.94008037001564
S11_FP_U004_SP_U001_clip07,3720,62.06198888888889,59.94007067127687
S11_FP_U004_SP_U001_clip08,3035,50.63391111111111,59.94006651668666
S11_FP_U004_SP_U001_clip09,2195,36.619911111111115,59.94006903348269
S11_FP_U004_SP_U001_clip10,3262,54.42102222222223,59.94007217799004
S11_FP_U004_SP_U001_clip11,1547,25.80911111111111,59.94007284249318
S11_FP_U004_SP_U001_clip12,2538,42.34228888888889,59.94007566903169
S12_FP_U001_SP_U018_clip01,1374,22.922888888888888,59.940088994018595
S12_FP_U001_SP_U018_clip02,1097,18.30161111111111,59.94007813519757
S12_FP_U001_SP_U018_clip03,1851,30.880844444444445,59.940070723454596
S12_FP_U001_SP_U018_clip04,1850,30.864155555555556,59.940081518510866
S12_FP_U001_SP_U018_clip05,2004,33.43338888888889,59.94007986028604
S12_FP_U001_SP_U018_clip06,2026,33.80042222222222,59.94007964397552
S12_FP_U001_SP_U018_clip07,2443,40.75737777777778,59.94006811036802
S12_FP_U001_SP_U018_clip08,2920,48.71532222222222,59.94007361133698
S12_FP_U001_SP_U018_clip09,1419,23.673644444444445,59.9400740063493
S12_FP_U001_SP_U018_clip10,2137,35.652277777777776,59.940069280285975
S12_FP_U001_SP_U018_clip11,1643,27.41071111111111,59.9400720886077
S12_FP_U001_SP_U018_clip12,1894,31.598222222222223,59.94008101721616
S12_FP_U018_SP_U001_clip01,1407,23.473444444444443,59.94007412631768
S12_FP_U018_SP_U001_clip02,1070,17.851155555555554,59.94009724860638
S12_FP_U018_SP_U001_clip03,1884,31.43138888888889,59.9400811290907
S12_FP_U018_SP_U001_clip04,1823,30.413711111111112,59.94007088908
S12_FP_U018_SP_U001_clip05,1977,32.98294444444445,59.940070036197156
S12_FP_U018_SP_U001_clip06,2059,34.35097777777778,59.94006963411684
S12_FP_U018_SP_U001_clip07,2416,40.30692222222223,59.940076463292904
S12_FP_U018_SP_U001_clip08,2893,48.26487777777778,59.940066839493824
S12_FP_U018_SP_U001_clip09,1392,23.223188888888888,59.94008861832067
S12_FP_U018_SP_U001_clip10,2110,35.201822222222226,59.940078859553985
S12_FP_U018_SP_U001_clip11,1616,26.960255555555555,59.940084643114574
S12_FP_U018_SP_U001_clip12,1926,32.13208888888889,59.940080667024446
